artist_id,fecha_prediccion,royalties_forecast,lower_ci,upper_ci,modelo
A05,2025-05-01,334808.25,,,LSTM
A05,2025-06-01,330846.3125,,,LSTM
A05,2025-07-01,347849.25,,,LSTM
A05,2025-08-01,368425.75,,,LSTM
A05,2025-09-01,389011.40625,,,LSTM
A06,2025-04-01,145543.703125,,,LSTM
A06,2025-05-01,144310.96875,,,LSTM
A06,2025-06-01,148342.8125,,,LSTM
A06,2025-07-01,152746.671875,,,LSTM
A06,2025-08-01,157955.296875,,,LSTM
A06,2025-09-01,163479.875,,,LSTM
A07,2025-04-01,911569.5625,,,LSTM
A07,2025-05-01,943534.1875,,,LSTM
A07,2025-06-01,1021685.625,,,LSTM
A07,2025-07-01,1046657.0,,,LSTM
A07,2025-08-01,996658.25,,,LSTM
A07,2025-09-01,872272.4375,,,LSTM
A08,2025-04-01,22137.212890625,,,LSTM
A08,2025-05-01,24303.04296875,,,LSTM
A08,2025-06-01,28746.671875,,,LSTM
A08,2025-07-01,36519.296875,,,LSTM
A08,2025-08-01,45856.89453125,,,LSTM
A08,2025-09-01,56264.29296875,,,LSTM
A09,2025-04-01,15261.6484375,,,LSTM
A09,2025-05-01,15202.23046875,,,LSTM
A09,2025-06-01,15008.0400390625,,,LSTM
A09,2025-07-01,15022.2802734375,,,LSTM
A09,2025-08-01,15038.078125,,,LSTM
A09,2025-09-01,15055.3232421875,,,LSTM
A10,2025-04-01,11969.0478515625,,,LSTM
A10,2025-05-01,12340.291015625,,,LSTM
A10,2025-06-01,12965.8857421875,,,LSTM
A10,2025-07-01,13881.353515625,,,LSTM
A10,2025-08-01,15240.0537109375,,,LSTM
A10,2025-09-01,16640.630859375,,,LSTM
A11,2025-04-01,5416.81201171875,,,LSTM
A11,2025-05-01,5133.5205078125,,,LSTM
A11,2025-06-01,5054.92822265625,,,LSTM
A11,2025-07-01,5174.0478515625,,,LSTM
A11,2025-08-01,5443.283203125,,,LSTM
A11,2025-09-01,5766.40576171875,,,LSTM
A12,2025-04-01,1883.3182373046875,,,LSTM
A12,2025-05-01,1882.9530029296875,,,LSTM
A12,2025-06-01,1864.0987548828125,,,LSTM
A12,2025-07-01,1877.5614013671875,,,LSTM
A12,2025-08-01,1912.297607421875,,,LSTM
A12,2025-09-01,1974.6778564453125,,,LSTM
A13,2025-04-01,563776.6875,,,LSTM
A13,2025-05-01,589931.875,,,LSTM
A13,2025-06-01,574793.875,,,LSTM
A13,2025-07-01,568530.9375,,,LSTM
A13,2025-08-01,600279.0625,,,LSTM
A13,2025-09-01,602606.125,,,LSTM
A14,2025-04-01,400566.09375,,,LSTM
A14,2025-05-01,404193.65625,,,LSTM
A14,2025-06-01,397989.0625,,,LSTM
A14,2025-07-01,400172.125,,,LSTM
A14,2025-08-01,453374.5625,,,LSTM
A14,2025-09-01,527694.375,,,LSTM
A15,2025-04-01,451765.46875,,,LSTM
A15,2025-05-01,444397.96875,,,LSTM
A15,2025-06-01,443146.0,,,LSTM
A15,2025-07-01,430794.5,,,LSTM
A15,2025-08-01,422948.03125,,,LSTM
A15,2025-09-01,434527.96875,,,LSTM
A01,2025-04-01,3980.310302734375,,,XGBoost
A01,2025-05-01,5484.69482421875,,,XGBoost
A01,2025-06-01,5347.12548828125,,,XGBoost
A01,2025-07-01,5347.18408203125,,,XGBoost
A01,2025-08-01,5350.48779296875,,,XGBoost
A01,2025-09-01,5345.52392578125,,,XGBoost
A02,2025-04-01,7110.2158203125,,,XGBoost
A02,2025-05-01,7177.7919921875,,,XGBoost
A02,2025-06-01,7180.25,,,XGBoost
A02,2025-07-01,7858.2333984375,,,XGBoost
A02,2025-08-01,8160.25146484375,,,XGBoost
A02,2025-09-01,8671.015625,,,XGBoost
A03,2025-04-01,746984.0,,,XGBoost
A03,2025-05-01,741020.8125,,,XGBoost
A03,2025-06-01,739048.25,,,XGBoost
A03,2025-07-01,693106.0625,,,XGBoost
A03,2025-08-01,713742.4375,,,XGBoost
A03,2025-09-01,718333.625,,,XGBoost
A04,2025-04-01,2412.508056640625,,,XGBoost
A04,2025-05-01,2425.28076171875,,,XGBoost
A04,2025-06-01,2419.81640625,,,XGBoost
A04,2025-07-01,2417.656982421875,,,XGBoost
A04,2025-08-01,2582.336669921875,,,XGBoost
A04,2025-09-01,2916.98046875,,,XGBoost
A05,2025-04-01,342021.90625,,,XGBoost
A05,2025-05-01,334032.8125,,,XGBoost
A05,2025-06-01,330384.3125,,,XGBoost
A05,2025-07-01,333960.15625,,,XGBoost
A05,2025-08-01,334330.78125,,,XGBoost
A05,2025-09-01,334331.90625,,,XGBoost
A06,2025-04-01,156358.96875,,,XGBoost
A06,2025-05-01,156298.5625,,,XGBoost
A06,2025-06-01,156298.5625,,,XGBoost
A06,2025-07-01,156298.5625,,,XGBoost
A06,2025-08-01,156298.5625,,,XGBoost
A06,2025-09-01,156298.3125,,,XGBoost
A07,2025-04-01,756349.6875,,,XGBoost
A07,2025-05-01,726728.1875,,,XGBoost
A07,2025-06-01,742207.75,,,XGBoost
A07,2025-07-01,700036.5,,,XGBoost
A07,2025-08-01,689439.6875,,,XGBoost
A07,2025-09-01,690622.625,,,XGBoost
A08,2025-04-01,33645.78125,,,XGBoost
A08,2025-05-01,39644.96875,,,XGBoost
A08,2025-06-01,40360.16015625,,,XGBoost
A08,2025-07-01,40361.75,,,XGBoost
A08,2025-08-01,40390.07421875,,,XGBoost
A08,2025-09-01,40390.07421875,,,XGBoost
A09,2025-04-01,9802.8095703125,,,XGBoost
A09,2025-05-01,10137.6865234375,,,XGBoost
A09,2025-06-01,10137.6416015625,,,XGBoost
A09,2025-07-01,9982.36328125,,,XGBoost
A09,2025-08-01,9982.3125,,,XGBoost
A09,2025-09-01,10166.033203125,,,XGBoost
A10,2025-04-01,12753.1513671875,,,XGBoost
A10,2025-05-01,12665.2646484375,,,XGBoost
A10,2025-06-01,14197.400390625,,,XGBoost
A10,2025-07-01,14207.279296875,,,XGBoost
A10,2025-08-01,14207.279296875,,,XGBoost
A10,2025-09-01,14207.2822265625,,,XGBoost
A11,2025-04-01,7172.6611328125,,,XGBoost
A11,2025-05-01,7122.7392578125,,,XGBoost
A11,2025-06-01,7110.55517578125,,,XGBoost
A11,2025-07-01,7165.76171875,,,XGBoost
A11,2025-08-01,7168.53515625,,,XGBoost
A11,2025-09-01,7162.04931640625,,,XGBoost
A12,2025-04-01,2035.8621826171875,,,XGBoost
A12,2025-05-01,2024.581787109375,,,XGBoost
A12,2025-06-01,2020.3873291015625,,,XGBoost
A12,2025-07-01,2021.2147216796875,,,XGBoost
A12,2025-08-01,2028.2742919921875,,,XGBoost
A12,2025-09-01,2032.75634765625,,,XGBoost
A13,2025-04-01,547980.3125,,,XGBoost
A13,2025-05-01,556784.9375,,,XGBoost
A13,2025-06-01,556801.75,,,XGBoost
A13,2025-07-01,556812.0625,,,XGBoost
A13,2025-08-01,557332.125,,,XGBoost
A13,2025-09-01,557406.5625,,,XGBoost
A14,2025-04-01,356749.15625,,,XGBoost
A14,2025-05-01,356769.15625,,,XGBoost
A14,2025-06-01,343636.78125,,,XGBoost
A14,2025-07-01,343636.78125,,,XGBoost
A14,2025-08-01,343430.0625,,,XGBoost
A14,2025-09-01,335204.96875,,,XGBoost
A15,2025-04-01,479016.0625,,,XGBoost
A15,2025-05-01,479042.90625,,,XGBoost
A15,2025-06-01,479043.375,,,XGBoost
A15,2025-07-01,479403.3125,,,XGBoost
A15,2025-08-01,481285.0,,,XGBoost
A15,2025-09-01,480736.46875,,,XGBoost
A01,2025-04-01,2832.48691978801,2832.4822590638146,2832.4911026432874,Prophet
A01,2025-05-01,2105.611920665453,2105.5937734955155,2105.627737889445,Prophet
A01,2025-06-01,1026.9865632053563,1026.9385030733492,1027.0271235706557,Prophet
A01,2025-07-01,-1703.5013170041716,-1703.637680456441,-1703.3892498157095,Prophet
A01,2025-08-01,-2584.972501895702,-2585.0650358641906,-2584.895817907948,Prophet
A01,2025-09-01,-719.8174845582647,-719.8369588213668,-719.8011497570495,Prophet
A02,2025-04-01,13646.78366274187,13633.460383083302,13659.111730152345,Prophet
A02,2025-05-01,817.2615798351785,814.8887398433714,819.5073222272374,Prophet
A02,2025-06-01,2911.216826469992,2895.913994898764,2925.812257727366,Prophet
A02,2025-07-01,-2914.557167245595,-2936.6871395159587,-2890.838906960017,Prophet
A02,2025-08-01,7046.449901577409,6969.535438434345,7122.1099475175815,Prophet
A02,2025-09-01,-10430.987981041924,-10576.081127532856,-10284.480394579738,Prophet
A03,2025-04-01,4443796.914899025,4442929.4472895805,4444645.047102485,Prophet
A03,2025-05-01,5397930.0188608905,5395499.684850689,5400546.448656428,Prophet
A03,2025-06-01,2950832.796262284,2946327.180072971,2955617.424264799,Prophet
A03,2025-07-01,2679927.2114002444,2673100.918801601,2686868.5283044674,Prophet
A03,2025-08-01,3957797.890801409,3948391.6755254976,3967157.463741338,Prophet
A03,2025-09-01,3608117.784888475,3595298.450931204,3620355.369723282,Prophet
A04,2025-04-01,5297.813947148877,5296.346457269001,5299.129943041541,Prophet
A04,2025-05-01,-2799.166246759589,-2801.3584957632106,-2796.879860660743,Prophet
A04,2025-06-01,-3949.000884075676,-3954.213710641837,-3943.4362336973695,Prophet
A04,2025-07-01,-16226.664983946586,-16259.949152365927,-16190.726392190558,Prophet
A04,2025-08-01,-6903.852943873969,-6922.866964654644,-6884.051997222243,Prophet
A04,2025-09-01,1851.019477536632,1844.205805668632,1857.378132328294,Prophet
A05,2025-04-01,245075.85750579703,226314.55105310815,263890.6979080775,Prophet
A05,2025-05-01,247709.1481525569,229154.3621881056,266863.6013931648,Prophet
A05,2025-06-01,186010.92182923705,166749.2240199881,205466.22953131632,Prophet
A05,2025-07-01,142828.65289257784,122538.61470653824,160922.3891515307,Prophet
A05,2025-08-01,226703.7654771884,208164.9916676168,246122.0418748156,Prophet
A05,2025-09-01,221097.8048919956,201614.8816547999,239805.71043869687,Prophet
A06,2025-04-01,37056.95500853104,36965.98528660161,37153.812044785176,Prophet
A06,2025-05-01,143511.56743288742,143234.3341819355,143815.80527688502,Prophet
A06,2025-06-01,199712.6021285465,199130.76420700608,200308.77848012003,Prophet
A06,2025-07-01,304327.84915726614,303425.83043595054,305267.1214656624,Prophet
A06,2025-08-01,39816.90988385136,38556.18893845328,41093.17541659453,Prophet
A06,2025-09-01,-128505.090988796,-130178.3849686868,-126803.72937846513,Prophet
A07,2025-04-01,747353.1410111712,724091.3915139199,769292.2470173619,Prophet
A07,2025-05-01,752509.4710242271,729901.3945663198,775531.2051967018,Prophet
A07,2025-06-01,686488.9102532059,664024.2419127505,709963.7520271656,Prophet
A07,2025-07-01,698769.7164452594,677000.6906051544,721318.2937512493,Prophet
A07,2025-08-01,935287.4002602386,912479.5633221996,957351.6234460784,Prophet
A07,2025-09-01,738826.4713294457,715294.2227971258,760248.9822156075,Prophet
A08,2025-04-01,15640.787701966892,15640.738265816728,15640.8353919512,Prophet
A08,2025-05-01,3365.2173650543,3365.1755174616387,3365.258060873409,Prophet
A08,2025-06-01,3194.135283416698,3194.0262872275744,3194.240839364969,Prophet
A08,2025-07-01,-4507.187808007357,-4507.578020764472,-4506.810066287341,Prophet
A08,2025-08-01,-12.218033556839664,-12.222670916139167,-12.2136495252176,Prophet
A08,2025-09-01,-1834.4547498792936,-1835.23573798316,-1833.64110192537,Prophet
A09,2025-04-01,-12687.675515446128,-12687.703296241954,-12687.647690707458,Prophet
A09,2025-05-01,1542.4560522227723,1542.4445505851652,1542.467379190552,Prophet
A09,2025-06-01,15874.218954207065,15873.967098391318,15874.474030248371,Prophet
A09,2025-07-01,28362.97276531506,28362.176369065462,28363.79503216272,Prophet
A09,2025-08-01,3427.045344038028,3426.8864820142626,3427.20967681117,Prophet
A09,2025-09-01,-1876.5542027975157,-1876.691519870718,-1876.422689155382,Prophet
A10,2025-04-01,11602.182205652163,11602.154971255482,11602.21170666499,Prophet
A10,2025-05-01,12142.57333375537,12142.476767115151,12142.68072901133,Prophet
A10,2025-06-01,8951.943900780301,8951.788781675552,8952.11012516638,Prophet
A10,2025-07-01,6474.0365361695385,6473.8204414606535,6474.248142115148,Prophet
A10,2025-08-01,6878.125604315187,6877.727798707331,6878.506219362125,Prophet
A10,2025-09-01,3725.8215464733935,3725.452494368312,3726.186994331185,Prophet
A11,2025-04-01,2958.3133238522514,-1223.4019316452222,7315.749795050794,Prophet
A11,2025-05-01,4069.034691427234,99.60184701346496,8220.19776925983,Prophet
A11,2025-06-01,2358.115566053846,-1805.1952110805048,6309.877181813071,Prophet
A11,2025-07-01,1076.2186179433866,-3211.835523940437,5069.965559715184,Prophet
A11,2025-08-01,-813.2307200029865,-4808.085216924488,3527.348678836327,Prophet
A11,2025-09-01,-1801.5348165872283,-5822.835791058206,2454.51111256641,Prophet
A12,2025-04-01,1556.6312854497462,1449.4333069268637,1672.1451606582486,Prophet
A12,2025-05-01,1831.0053053031725,1717.732123041801,1938.9572305868617,Prophet
A12,2025-06-01,1321.963745567323,1210.751845557454,1432.230461263006,Prophet
A12,2025-07-01,1054.8552307958162,938.1242311386134,1166.7265932646592,Prophet
A12,2025-08-01,1268.3317777064728,1156.8498498501974,1375.609747335698,Prophet
A12,2025-09-01,1252.0230207886902,1136.3509830164971,1359.695360770959,Prophet
A13,2025-04-01,790688.1621960625,720292.5776903599,859225.9643321998,Prophet
A13,2025-05-01,406031.9067290984,333396.14290070505,475852.6179017157,Prophet
A13,2025-06-01,280139.73806542857,208680.88950918187,351133.461059326,Prophet
A13,2025-07-01,-1362035.810217062,-1434399.394899699,-1292230.8948248418,Prophet
A13,2025-08-01,358942.142449907,288918.193262988,429226.350286774,Prophet
A13,2025-09-01,1868642.711899341,1794599.452561492,1938387.456676895,Prophet
A14,2025-04-01,343306.619773522,343099.7063124012,343470.7284912321,Prophet
A14,2025-05-01,281096.1602844474,280592.9232746841,281533.72174957464,Prophet
A14,2025-06-01,383125.5908076196,381941.9673770272,384265.26740659744,Prophet
A14,2025-07-01,185097.0764296757,184224.2025214375,185933.47242705896,Prophet
A14,2025-08-01,365504.8332022813,363178.80894815945,367741.3809847086,Prophet
A14,2025-09-01,552811.5322519112,548227.3088550196,557273.2582218553,Prophet
A15,2025-04-01,436252.2944228007,422726.1871805192,449940.24393917614,Prophet
A15,2025-05-01,479892.6652766911,465917.441380519,494409.13981042505,Prophet
A15,2025-06-01,464491.9302388406,450974.88779467816,478951.1886351462,Prophet
A15,2025-07-01,480685.08567425393,466899.8575146703,495084.4089262624,Prophet
A15,2025-08-01,495415.6821963691,480464.4235400557,509088.4195030828,Prophet
A15,2025-09-01,455280.91202669847,440903.5506762332,469069.9451765908,Prophet
