artist_id,fecha,royalties_real,royalties_pred,modelo
A01,2024-08-01,4243.39,4779.902649594964,Prophet
A01,2024-09-01,3577.805,7393.135334990514,Prophet
A01,2024-10-01,4663.64,5190.294479940351,Prophet
A01,2024-11-01,3872.715,2292.6826402584493,Prophet
A01,2024-12-01,5293.505,1633.0542071732505,Prophet
A01,2025-01-01,5797.07,2574.6660886776417,Prophet
A01,2025-02-01,3229.585,15672.929898027998,Prophet
A01,2025-03-01,3219.07,7457.251975497834,Prophet
A02,2024-08-01,6868.35,5297.806399401153,Prophet
A02,2024-09-01,6344.445,7022.646252748612,Prophet
A02,2024-10-01,7900.715,5355.126574783363,Prophet
A02,2024-11-01,6671.17,3433.697954578751,Prophet
A02,2024-12-01,6583.83,1509.0439392770234,Prophet
A02,2025-01-01,6853.68,824.1013579180016,Prophet
A02,2025-02-01,7310.755,231.46653251101955,Prophet
A02,2025-03-01,6509.91,59.944886295428454,Prophet
A03,2024-09-01,613184.78,98923.7584793747,Prophet
A03,2024-10-01,694109.605,1107611.8520483938,Prophet
A03,2024-11-01,664921.98,1549328.381043515,Prophet
A03,2024-12-01,748091.34,1120493.511764526,Prophet
A03,2025-01-01,765652.07,746312.5173187385,Prophet
A03,2025-02-01,693572.165,1116919.303160923,Prophet
A03,2025-03-01,739864.025,1697380.4394507357,Prophet
A04,2024-08-01,2468.76,5889.2008985072835,Prophet
A04,2024-09-01,3315.055,4782.296430195543,Prophet
A04,2024-10-01,3536.555,2457.768235100693,Prophet
A04,2024-11-01,2591.545,2618.5710456286333,Prophet
A04,2024-12-01,2363.825,2224.1045807377554,Prophet
A04,2025-01-01,2379.16,-23.888937995631213,Prophet
A04,2025-02-01,1959.34,2707.263205132133,Prophet
A04,2025-03-01,2015.96,-527.8737505308305,Prophet
A05,2023-10-01,335197.13,119143.87955955637,Prophet
A05,2023-11-01,421241.655,468191.97072472086,Prophet
A05,2023-12-01,368210.475,380120.11439944257,Prophet
A05,2024-01-01,374314.22,339496.50363383343,Prophet
A05,2024-02-01,450036.585,373706.05809542513,Prophet
A05,2024-03-01,396615.03,330271.4527672034,Prophet
A05,2024-04-01,355869.595,-179046.0085608461,Prophet
A05,2024-05-01,436712.585,281698.1188693817,Prophet
A05,2024-06-01,341552.875,-233999.17773466528,Prophet
A05,2024-07-01,355065.28,275584.3927260679,Prophet
A05,2024-08-01,446862.86,499948.1980834445,Prophet
A05,2024-09-01,387977.95,520502.71439961775,Prophet
A05,2024-10-01,477082.33,-552167.2007677349,Prophet
A05,2024-11-01,403833.26,-359752.7700899623,Prophet
A05,2024-12-01,386812.955,-231026.1985797889,Prophet
A05,2025-01-01,422080.755,-287474.89587683976,Prophet
A05,2025-02-01,397696.785,-648672.533617704,Prophet
A05,2025-03-01,323158.425,-685053.461693889,Prophet
A06,2024-07-01,125718.215,58054.17774572508,Prophet
A06,2024-08-01,120548.985,92767.4439288414,Prophet
A06,2024-09-01,113795.075,159929.2976923142,Prophet
A06,2024-10-01,175379.405,274425.69819850574,Prophet
A06,2024-11-01,183934.195,219708.26184188543,Prophet
A06,2024-12-01,146253.945,143898.54807820098,Prophet
A06,2025-01-01,160610.26,-83402.08093293401,Prophet
A06,2025-02-01,163727.04,-576272.2898101564,Prophet
A06,2025-03-01,158299.7,-375590.18014946836,Prophet
A07,2023-10-01,590626.705,227874.23673922918,Prophet
A07,2023-11-01,630398.645,382462.01541515416,Prophet
A07,2023-12-01,629254.02,326104.6174028637,Prophet
A07,2024-01-01,689141.7,723053.5239634736,Prophet
A07,2024-02-01,671532.855,553345.5979110467,Prophet
A07,2024-03-01,630985.29,561020.4219016236,Prophet
A07,2024-04-01,632737.69,898508.6885705334,Prophet
A07,2024-05-01,658219.56,484111.6294210103,Prophet
A07,2024-06-01,574332.99,779188.6217997336,Prophet
A07,2024-07-01,617018.28,650166.3904789563,Prophet
A07,2024-08-01,702759.545,536147.6575583294,Prophet
A07,2024-09-01,669363.1,724706.9153695288,Prophet
A07,2024-10-01,718561.795,608239.8987570243,Prophet
A07,2024-11-01,669169.43,621601.429962981,Prophet
A07,2024-12-01,657888.63,608509.1251811782,Prophet
A07,2025-01-01,678648.415,768535.6856264842,Prophet
A07,2025-02-01,614279.26,723798.8999984383,Prophet
A07,2025-03-01,785746.955,534900.6677847627,Prophet
A08,2024-09-01,24351.48,20867.32481713462,Prophet
A08,2024-10-01,25069.725,21355.17557116252,Prophet
A08,2024-11-01,27701.88,7266.576656196504,Prophet
A08,2024-12-01,28646.005,26992.118271933487,Prophet
A08,2025-01-01,23828.58,24500.201593224498,Prophet
